"count","date","ProvinceState","CountryRegion","Lat","Long","oztime","statetime","int","slope","max","min","incr","double","state","oztimemax"
24,"08/02","Korea, South","Korea, South","35.907757","127.766922",109,8,2.43411930388305,0.101501466883738,52.28143345272,12.6242651909025,0.106831541983935,"Doubling every 6.8 days","Sth Korea",132
25,"09/02","Korea, South","Korea, South","35.907757","127.766922",110,9,2.51405947475173,0.0852542978882355,48.3336613829797,14.6518714382256,0.08899396035459,"Doubling every 8.1 days","Sth Korea",132
27,"10/02","Korea, South","Korea, South","35.907757","127.766922",111,10,2.53447224749492,0.0803809819345906,49.4493513346935,16.0484968871378,0.0836998591057643,"Doubling every 8.6 days","Sth Korea",132
28,"11/02","Korea, South","Korea, South","35.907757","127.766922",112,11,2.6329430568503,0.0668862350188395,46.3812502065408,18.1830164608665,0.0691738367140711,"Doubling every 10.4 days","Sth Korea",132
28,"12/02","Korea, South","Korea, South","35.907757","127.766922",113,12,2.80132999940768,0.0472519530347641,40.4116094806346,20.854917350393,0.0483861198710069,"Doubling every 14.7 days","Sth Korea",132
28,"13/02","Korea, South","Korea, South","35.907757","127.766922",114,13,2.94871026120062,0.0317807522979685,36.029040980635,23.089888051224,0.0322911530292878,"Doubling every 21.8 days","Sth Korea",132
28,"14/02","Korea, South","Korea, South","35.907757","127.766922",115,14,3.00157429594594,0.0260748910968162,34.7836347017512,24.1455122246619,0.0264178151510597,"Doubling every 26.6 days","Sth Korea",132
28,"15/02","Korea, South","Korea, South","35.907757","127.766922",116,15,3.06140713600585,0.0202912320808858,33.3752377998891,25.1218250607454,0.0204984986548968,"Doubling every 34.2 days","Sth Korea",132
29,"16/02","Korea, South","Korea, South","35.907757","127.766922",117,16,3.14038773491583,0.0142241898581357,32.057914708178,26.2694178617161,0.0143258350148903,"Doubling every 48.7 days","Sth Korea",132
30,"17/02","Korea, South","Korea, South","35.907757","127.766922",118,17,3.1928449995893,0.0109580202375988,31.6848131387766,27.1784723432582,0.011018279246702,"Doubling every 63.3 days","Sth Korea",132
31,"18/02","Korea, South","Korea, South","35.907757","127.766922",119,18,3.15393266455095,0.0140816990475153,33.3139137729495,27.3531406496833,0.0141813132011854,"Doubling every 49.2 days","Sth Korea",132
31,"19/02","Korea, South","Korea, South","35.907757","127.766922",120,19,3.09826436563153,0.0175820143939611,35.0017037849472,27.3645543307587,0.0177374878512981,"Doubling every 39.4 days","Sth Korea",132
104,"20/02","Korea, South","Korea, South","35.907757","127.766922",121,20,0.644648768615896,0.177452011484778,229.488536578693,19.1351109649587,0.194170750046195,"Doubling every 3.9 days","Sth Korea",132
204,"21/02","Korea, South","Korea, South","35.907757","127.766922",122,21,-2.51965657015458,0.360277551914221,1935.48821947168,12.4812704500771,0.433727293096481,"Doubling every 1.9 days","Sth Korea",132
433,"22/02","Korea, South","Korea, South","35.907757","127.766922",123,22,-5.93096677424205,0.539107286914455,16368.9994292587,8.63343563408225,0.714475643975058,"Doubling every 1.3 days","Sth Korea",132
602,"23/02","Korea, South","Korea, South","35.907757","127.766922",124,23,-6.43270189296695,0.560286853526535,32077.2941933429,12.5772265690565,0.751174758910503,"Doubling every 1.2 days","Sth Korea",132
833,"24/02","Korea, South","Korea, South","35.907757","127.766922",125,24,-5.60444265299389,0.518417459069236,35119.0352810168,24.7457597519364,0.679367877251046,"Doubling every 1.3 days","Sth Korea",132
977,"25/02","Korea, South","Korea, South","35.907757","127.766922",126,25,-3.82644073300618,0.435695037176745,24730.6948271594,55.4826265257926,0.546037238968287,"Doubling every 1.6 days","Sth Korea",132
1261,"26/02","Korea, South","Korea, South","35.907757","127.766922",127,26,-2.25232405102484,0.36634315623183,18713.4932090925,110.851993246977,0.442450143491349,"Doubling every 1.9 days","Sth Korea",132
1766,"27/02","Korea, South","Korea, South","35.907757","127.766922",128,27,-1.13177565957922,0.320245181454757,17267.1392670337,195.025041743457,0.377465451920278,"Doubling every 2.2 days","Sth Korea",132
2337,"28/02","Korea, South","Korea, South","35.907757","127.766922",129,28,-0.422661025020324,0.292480877415128,18291.0963926027,304.733431904779,0.339747116890986,"Doubling every 2.4 days","Sth Korea",132
3150,"29/02","Korea, South","Korea, South","35.907757","127.766922",130,29,-0.0556031442561463,0.279114934297639,21862.6392893167,439.187052617263,0.321959273599021,"Doubling every 2.5 days","Sth Korea",132
3736,"01/03","Korea, South","Korea, South","35.907757","127.766922",131,30,0.287302332700187,0.265934623026315,25006.3078162245,604.135591697033,0.304649761845585,"Doubling every 2.6 days","Sth Korea",132
4335,"02/03","Korea, South","Korea, South","35.907757","127.766922",132,31,0.841904530874352,0.245287490399813,25921.5297295176,836.14688755677,0.277988669870257,"Doubling every 2.8 days","Sth Korea",132
13,"31/01","Singapore","Singapore","1.2833","103.8333",56,0,0,0,1,1,0,"Doubling every 0.0 days","Singapore",132
16,"01/02","Singapore","Singapore","1.2833","103.8333",57,1,0,0,1,1,0,"Doubling every 0.0 days","Singapore",132
18,"02/02","Singapore","Singapore","1.2833","103.8333",58,2,0,0,1,1,0,"Doubling every 0.0 days","Singapore",132
18,"03/02","Singapore","Singapore","1.2833","103.8333",59,3,0,0,1,1,0,"Doubling every 0.0 days","Singapore",132
24,"04/02","Singapore","Singapore","1.2833","103.8333",60,4,0,0,1,1,0,"Doubling every 0.0 days","Singapore",132
28,"05/02","Singapore","Singapore","1.2833","103.8333",61,5,0,0,1,1,0,"Doubling every 0.0 days","Singapore",132
28,"06/02","Singapore","Singapore","1.2833","103.8333",62,6,2.6032043635419,0.131153377390335,74.3064880026711,11.8467194092478,0.140142640004696,"Doubling every 5.3 days","Singapore",132
30,"07/02","Singapore","Singapore","1.2833","103.8333",63,7,2.63284048873528,0.118784296703748,73.3924186829546,13.9132342116818,0.126126982786116,"Doubling every 5.8 days","Singapore",132
33,"08/02","Singapore","Singapore","1.2833","103.8333",64,8,2.69091493635666,0.105272199809198,71.5214878195286,16.3820649559457,0.111012986723447,"Doubling every 6.6 days","Singapore",132
40,"09/02","Singapore","Singapore","1.2833","103.8333",65,9,2.68044707994216,0.10878461492587,83.1794996273343,18.1381292295119,0.114922186880694,"Doubling every 6.4 days","Singapore",132
45,"10/02","Singapore","Singapore","1.2833","103.8333",66,10,2.66357981367482,0.112226404034693,96.6821392068537,20.0907402689051,0.118766125138521,"Doubling every 6.2 days","Singapore",132
47,"11/02","Singapore","Singapore","1.2833","103.8333",67,11,2.76313827009985,0.0997608174889894,95.471997529369,23.6220722566467,0.104906612130306,"Doubling every 6.9 days","Singapore",132
50,"12/02","Singapore","Singapore","1.2833","103.8333",68,12,2.78589700825529,0.0961888281741246,100.834921950902,26.2283568795992,0.100966937943796,"Doubling every 7.2 days","Singapore",132
58,"13/02","Singapore","Singapore","1.2833","103.8333",69,13,2.70730290298596,0.103914982264384,119.773510667555,27.9604999070869,0.109506123207458,"Doubling every 6.7 days","Singapore",132
67,"14/02","Singapore","Singapore","1.2833","103.8333",70,14,2.6648178633056,0.108435472142857,140.044856982192,30.6878302836944,0.114532987792503,"Doubling every 6.4 days","Singapore",132
72,"15/02","Singapore","Singapore","1.2833","103.8333",71,15,2.70212211804598,0.105264829016019,151.100980206967,34.6133951488719,0.111004797706682,"Doubling every 6.6 days","Singapore",132
75,"16/02","Singapore","Singapore","1.2833","103.8333",72,16,2.82897539095182,0.0948925940012206,150.130520585036,39.7658592734218,0.0995407515110833,"Doubling every 7.3 days","Singapore",132
77,"17/02","Singapore","Singapore","1.2833","103.8333",73,17,2.93904834737687,0.0858291403108891,148.257068277871,44.5824262223197,0.0896201402411536,"Doubling every 8.1 days","Singapore",132
81,"18/02","Singapore","Singapore","1.2833","103.8333",74,18,3.04027583750782,0.0780379003175205,147.116287495676,49.3379095035206,0.081163634338616,"Doubling every 8.9 days","Singapore",132
84,"19/02","Singapore","Singapore","1.2833","103.8333",75,19,3.22939779149556,0.0654828982514673,138.650051851216,55.4339693226389,0.0676744780569274,"Doubling every 10.6 days","Singapore",132
84,"20/02","Singapore","Singapore","1.2833","103.8333",76,20,3.5285838234755,0.0472551938148351,122.055279952909,62.9852985662412,0.0483895174653561,"Doubling every 14.7 days","Singapore",132
85,"21/02","Singapore","Singapore","1.2833","103.8333",77,21,3.77608140504531,0.0331059089103905,110.282676349493,69.3776056160449,0.0336600072494664,"Doubling every 20.9 days","Singapore",132
85,"22/02","Singapore","Singapore","1.2833","103.8333",78,22,3.93271924518486,0.0244548428290538,103.742273829794,73.6660386441427,0.0247563149662635,"Doubling every 28.3 days","Singapore",132
89,"23/02","Singapore","Singapore","1.2833","103.8333",79,23,3.98927520466052,0.0216560164494056,103.436272470128,76.3838638605048,0.021892209895285,"Doubling every 32.0 days","Singapore",132
89,"24/02","Singapore","Singapore","1.2833","103.8333",80,24,4.06201934027941,0.0180931733468352,101.789577222938,79.0122802963458,0.0182578464615402,"Doubling every 38.3 days","Singapore",132
91,"25/02","Singapore","Singapore","1.2833","103.8333",81,25,4.1262752104714,0.0152308473564719,100.852830039792,81.4859377885516,0.0153474278332295,"Doubling every 45.5 days","Singapore",132
93,"26/02","Singapore","Singapore","1.2833","103.8333",82,26,4.1219364810548,0.0155142479312549,102.915335295069,82.8231152195247,0.0156352186559978,"Doubling every 44.7 days","Singapore",132
93,"27/02","Singapore","Singapore","1.2833","103.8333",83,27,4.10165101400575,0.0162582638687048,105.049533395273,83.6646286481422,0.0163911486224138,"Doubling every 42.6 days","Singapore",132
93,"28/02","Singapore","Singapore","1.2833","103.8333",84,28,4.13891205279118,0.0145941608793901,104.554418135381,85.2330637943668,0.0147011756082454,"Doubling every 47.5 days","Singapore",132
102,"29/02","Singapore","Singapore","1.2833","103.8333",85,29,4.01364182867085,0.0198335198609613,113.029465760765,85.6251685983262,0.0200315109028011,"Doubling every 34.9 days","Singapore",132
106,"01/03","Singapore","Singapore","1.2833","103.8333",86,30,3.91240973305549,0.0239503704108799,121.337198988693,86.7706345253273,0.0242394840444469,"Doubling every 28.9 days","Singapore",132
108,"02/03","Singapore","Singapore","1.2833","103.8333",87,31,3.77634796173414,0.0289047769645176,130.938727711024,87.3621924914706,0.0293265742074125,"Doubling every 24.0 days","Singapore",132
110,"03/03","Singapore","Singapore","1.2833","103.8333",88,32,3.72386647824491,0.0306605173523896,136.951473491188,89.1552660450365,0.031135391888528,"Doubling every 22.6 days","Singapore",132
110,"04/03","Singapore","Singapore","1.2833","103.8333",89,33,3.74846283802577,0.0295927467803419,138.680497643342,91.6405861981539,0.0300349634683674,"Doubling every 23.4 days","Singapore",132
117,"05/03","Singapore","Singapore","1.2833","103.8333",90,34,3.68313469321253,0.0317048284235252,145.916225426893,93.6126066314599,0.0322127804606085,"Doubling every 21.9 days","Singapore",132
130,"06/03","Singapore","Singapore","1.2833","103.8333",91,35,3.49852474749096,0.0378931276235803,162.39572568074,95.5387878906958,0.038620227135008,"Doubling every 18.3 days","Singapore",132
138,"07/03","Singapore","Singapore","1.2833","103.8333",92,36,3.39812341464495,0.0413358159528545,176.896267352432,99.1726308245594,0.0422020348556706,"Doubling every 16.8 days","Singapore",132
150,"08/03","Singapore","Singapore","1.2833","103.8333",93,37,3.05620844496652,0.0517491081444336,207.093255881757,100.351767586206,0.0531114922692202,"Doubling every 13.4 days","Singapore",132
150,"09/03","Singapore","Singapore","1.2833","103.8333",94,38,2.90970228036295,0.0557502216135346,225.532044480212,103.333244629087,0.0573335516822504,"Doubling every 12.4 days","Singapore",132
160,"10/03","Singapore","Singapore","1.2833","103.8333",95,39,2.78861562865607,0.0589735384616684,245.034348307825,107.315045565512,0.0607471713668459,"Doubling every 11.8 days","Singapore",132
178,"11/03","Singapore","Singapore","1.2833","103.8333",96,40,2.59082267912831,0.0644243663490515,275.549668569896,111.81288098811,0.0665449085086829,"Doubling every 10.8 days","Singapore",132
178,"12/03","Singapore","Singapore","1.2833","103.8333",97,41,2.8147940459123,0.0583401670559236,274.546889605457,121.311270490028,0.0600755371591812,"Doubling every 11.9 days","Singapore",132
200,"13/03","Singapore","Singapore","1.2833","103.8333",98,42,2.82228119445384,0.0583658941703905,293.597566671669,129.68228407267,0.0601028101946961,"Doubling every 11.9 days","Singapore",132
212,"14/03","Singapore","Singapore","1.2833","103.8333",99,43,2.72493113030142,0.0609000810377079,320.516956765814,136.637857176214,0.0627927157363761,"Doubling every 11.4 days","Singapore",132
226,"15/03","Singapore","Singapore","1.2833","103.8333",100,44,2.62911426901288,0.063284631647699,349.544361834568,144.119906912612,0.0653300227211608,"Doubling every 11.0 days","Singapore",132
243,"16/03","Singapore","Singapore","1.2833","103.8333",101,45,2.41499480558601,0.0683710028383211,391.618030666838,150.369096265179,0.0707624907195739,"Doubling every 10.1 days","Singapore",132
266,"17/03","Singapore","Singapore","1.2833","103.8333",102,46,2.33131015441942,0.0704152006046869,429.798195814886,160.373100380026,0.0729535797580705,"Doubling every 9.8 days","Singapore",132
313,"18/03","Singapore","Singapore","1.2833","103.8333",103,47,1.89755356275487,0.0806979753927516,520.736540776941,168.253635911708,0.0840434393251748,"Doubling every 8.6 days","Singapore",132
345,"19/03","Singapore","Singapore","1.2833","103.8333",104,48,1.36402559826712,0.0927288045157911,641.692904043094,175.196216581481,0.0971641489552413,"Doubling every 7.5 days","Singapore",132
385,"20/03","Singapore","Singapore","1.2833","103.8333",105,49,1.10006546948145,0.0986100569841614,751.618334043885,188.988820556643,0.103635860545144,"Doubling every 7.0 days","Singapore",132
432,"21/03","Singapore","Singapore","1.2833","103.8333",106,50,0.70743263987854,0.10700223903265,903.756770257583,202.052773510494,0.112936746378249,"Doubling every 6.5 days","Singapore",132
455,"22/03","Singapore","Singapore","1.2833","103.8333",107,51,0.732890114531663,0.106235391549969,986.874446777705,223.016853030041,0.112083620786318,"Doubling every 6.5 days","Singapore",132
509,"23/03","Singapore","Singapore","1.2833","103.8333",108,52,0.801289427798956,0.104732517814056,1075.46454147913,248.204432062828,0.110413554784004,"Doubling every 6.6 days","Singapore",132
558,"24/03","Singapore","Singapore","1.2833","103.8333",109,53,1.0176465998527,0.100343958842792,1139.43081363692,279.630393126492,0.105551116768319,"Doubling every 6.9 days","Singapore",132
631,"25/03","Singapore","Singapore","1.2833","103.8333",110,54,1.15524745922417,0.0977582210918972,1234.59584665222,314.154169330459,0.102696144206018,"Doubling every 7.1 days","Singapore",132
683,"26/03","Singapore","Singapore","1.2833","103.8333",111,55,1.19792038326465,0.0969252682163166,1349.22686214967,347.350118275806,0.1017780327067,"Doubling every 7.2 days","Singapore",132
732,"27/03","Singapore","Singapore","1.2833","103.8333",112,56,1.37933738265817,0.0934164929346021,1428.7803218673,386.350711685975,0.0979189155263822,"Doubling every 7.4 days","Singapore",132
802,"28/03","Singapore","Singapore","1.2833","103.8333",113,57,1.48264190970116,0.0914550910319337,1534.20519207869,426.407926187134,0.0957675657969239,"Doubling every 7.6 days","Singapore",132
844,"29/03","Singapore","Singapore","1.2833","103.8333",114,58,1.67966772225304,0.0877043153165086,1604.30868645624,469.931906017943,0.0916652855972053,"Doubling every 7.9 days","Singapore",132
879,"30/03","Singapore","Singapore","1.2833","103.8333",115,59,2.21809437305103,0.0779075344160753,1571.82342955104,528.100265620664,0.0810226966537493,"Doubling every 8.9 days","Singapore",132
926,"31/03","Singapore","Singapore","1.2833","103.8333",116,60,2.71404024700994,0.0690737297554882,1543.76596284556,586.954863914143,0.0715152087903443,"Doubling every 10.0 days","Singapore",132
1000,"01/04","Singapore","Singapore","1.2833","103.8333",117,61,3.06538172138049,0.0630237981321259,1557.75349394483,644.623754678635,0.0650521851823351,"Doubling every 11.0 days","Singapore",132
1049,"02/04","Singapore","Singapore","1.2833","103.8333",118,62,3.26761109764594,0.0595743088472572,1600.76738377161,695.198964357093,0.0613846283174564,"Doubling every 11.6 days","Singapore",132
1114,"03/04","Singapore","Singapore","1.2833","103.8333",119,63,3.38890556895581,0.0575610475241434,1665.99678948626,744.210727270313,0.059249933266841,"Doubling every 12.0 days","Singapore",132
1189,"04/04","Singapore","Singapore","1.2833","103.8333",120,64,3.43386137565703,0.0568675442104258,1757.16503645318,792.594225846782,0.0585155945906495,"Doubling every 12.2 days","Singapore",132
1309,"05/04","Singapore","Singapore","1.2833","103.8333",121,65,3.10075806217658,0.0623549646038484,1978.9377971507,826.620753807705,0.0643400807377299,"Doubling every 11.1 days","Singapore",132
1375,"06/04","Singapore","Singapore","1.2833","103.8333",122,66,2.92559814687725,0.0651360633981173,2165.76900274109,870.115435531836,0.06730423554612,"Doubling every 10.6 days","Singapore",132
1481,"07/04","Singapore","Singapore","1.2833","103.8333",123,67,2.8047604429119,0.0670402805293616,2358.40589621878,922.582935332936,0.069338550829994,"Doubling every 10.3 days","Singapore",132
1623,"08/04","Singapore","Singapore","1.2833","103.8333",124,68,2.61055470971533,0.0700989503571064,2612.27295807968,979.057800856212,0.0726143115724809,"Doubling every 9.9 days","Singapore",132
1910,"09/04","Singapore","Singapore","1.2833","103.8333",125,69,1.80234322414512,0.0826038969731047,3230.00638857283,1016.15872006898,0.0861115112756758,"Doubling every 8.4 days","Singapore",132
2108,"10/04","Singapore","Singapore","1.2833","103.8333",126,70,1.17153583198439,0.0921584059609767,3896.10685400741,1072.25094800767,0.0965385065600051,"Doubling every 7.5 days","Singapore",132
2299,"11/04","Singapore","Singapore","1.2833","103.8333",127,71,0.789239623463078,0.0977986479045191,4525.729958935,1150.96165004451,0.102740723597514,"Doubling every 7.1 days","Singapore",132
2532,"12/04","Singapore","Singapore","1.2833","103.8333",128,72,0.568880224601886,0.100968922626871,5143.17109168288,1251.20228413961,0.106242262125661,"Doubling every 6.9 days","Singapore",132
2918,"13/04","Singapore","Singapore","1.2833","103.8333",129,73,0.0423021431529361,0.108534267795357,6155.14481754635,1346.90388317447,0.114643104245688,"Doubling every 6.4 days","Singapore",132
3252,"14/04","Singapore","Singapore","1.2833","103.8333",130,74,-0.164543283787955,0.111455981098996,7068.41244249319,1484.75855656293,0.11790453399344,"Doubling every 6.2 days","Singapore",132
3699,"15/04","Singapore","Singapore","1.2833","103.8333",131,75,-0.306266746197882,0.113477611323258,8094.15424780338,1652.77475436413,0.120166809559038,"Doubling every 6.1 days","Singapore",132
4427,"16/04","Singapore","Singapore","1.2833","103.8333",132,76,-0.799398716278343,0.120437379379552,9866.53268396963,1827.63938743702,0.127990103313971,"Doubling every 5.8 days","Singapore",132
13,"08/02","United Kingdom","United Kingdom","32.3078","-64.7505",94,0,0,0,1,1,0,"Doubling every 0.0 days","UK",132
14,"09/02","United Kingdom","United Kingdom","32.3078","-64.7505",95,1,0,0,1,1,0,"Doubling every 0.0 days","UK",132
14,"10/02","United Kingdom","United Kingdom","32.3078","-64.7505",96,2,0,0,1,1,0,"Doubling every 0.0 days","UK",132
15,"11/02","United Kingdom","United Kingdom","32.3078","-64.7505",97,3,0,0,1,1,0,"Doubling every 0.0 days","UK",132
16,"12/02","United Kingdom","United Kingdom","32.3078","-64.7505",98,4,0,0,1,1,0,"Doubling every 0.0 days","UK",132
17,"13/02","United Kingdom","United Kingdom","32.3078","-64.7505",99,5,0,0,1,1,0,"Doubling every 0.0 days","UK",132
18,"14/02","United Kingdom","United Kingdom","32.3078","-64.7505",100,6,2.55951771597843,0.0538681392333819,26.0444195888302,12.2515146806258,0.0553454343218764,"Doubling every 12.9 days","UK",132
18,"15/02","United Kingdom","United Kingdom","32.3078","-64.7505",101,7,2.56861248299812,0.0496559534749874,26.1486047029589,13.0477079587492,0.0509094724197694,"Doubling every 14.0 days","UK",132
18,"16/02","United Kingdom","United Kingdom","32.3078","-64.7505",102,8,2.59175564132691,0.0425742113676425,25.2889821273124,13.9339715201402,0.0434934925795296,"Doubling every 16.3 days","UK",132
19,"17/02","United Kingdom","United Kingdom","32.3078","-64.7505",103,9,2.60002496309759,0.040282277089455,25.6499442090559,14.5936939952395,0.0411046126983887,"Doubling every 17.2 days","UK",132
19,"18/02","United Kingdom","United Kingdom","32.3078","-64.7505",104,10,2.65600882747187,0.0313257690472088,24.2531595901725,15.6424149945549,0.0318215846757206,"Doubling every 22.1 days","UK",132
20,"19/02","United Kingdom","United Kingdom","32.3078","-64.7505",105,11,2.69325700962708,0.026950575362068,24.0075260388923,16.4620759974084,0.0273170267366185,"Doubling every 25.7 days","UK",132
22,"20/02","United Kingdom","United Kingdom","32.3078","-64.7505",106,12,2.67236177785265,0.0309371080940692,26.0538833920561,16.8955000682587,0.0314206338371652,"Doubling every 22.4 days","UK",132
23,"21/02","United Kingdom","United Kingdom","32.3078","-64.7505",107,13,2.62114759637286,0.0370583553441061,28.8559064967199,17.1757366571996,0.0377535775383508,"Doubling every 18.7 days","UK",132
23,"22/02","United Kingdom","United Kingdom","32.3078","-64.7505",108,14,2.57080322619923,0.0412279841186957,31.0808195031434,17.4510377192144,0.0420896583576789,"Doubling every 16.8 days","UK",132
28,"23/02","United Kingdom","United Kingdom","32.3078","-64.7505",109,15,2.39467113514953,0.0577938919894995,39.1005588183466,17.4096085803393,0.0594966024678956,"Doubling every 12.0 days","UK",132
30,"24/02","United Kingdom","United Kingdom","32.3078","-64.7505",110,16,2.2647555780727,0.0686713015708812,46.7210827804565,17.8641746692003,0.0710840876235646,"Doubling every 10.1 days","UK",132
34,"25/02","United Kingdom","United Kingdom","32.3078","-64.7505",111,17,2.06953421216196,0.0834171539380927,58.6475561978888,18.2416191800597,0.086995158294318,"Doubling every 8.3 days","UK",132
37,"26/02","United Kingdom","United Kingdom","32.3078","-64.7505",112,18,1.96273367422619,0.0907716683475668,68.856551922175,19.3215687948509,0.095018949225576,"Doubling every 7.6 days","UK",132
44,"27/02","United Kingdom","United Kingdom","32.3078","-64.7505",113,19,1.77259694748744,0.103534307487092,86.8766192145247,20.3892670486685,0.109083842591991,"Doubling every 6.7 days","UK",132
56,"28/02","United Kingdom","United Kingdom","32.3078","-64.7505",114,20,1.35887583523847,0.129387871276217,128.04072273594,20.9244464459417,0.138131487076596,"Doubling every 5.4 days","UK",132
61,"29/02","United Kingdom","United Kingdom","32.3078","-64.7505",115,21,1.16362395877465,0.140122023636474,161.90999923858,22.767459228577,0.150414168013108,"Doubling every 4.9 days","UK",132
94,"01/03","United Kingdom","United Kingdom","32.3078","-64.7505",116,22,0.51870371472143,0.176851095307392,283.549150535311,23.8425105350823,0.19345336908843,"Doubling every 3.9 days","UK",132
134,"02/03","United Kingdom","United Kingdom","32.3078","-64.7505",117,23,-0.464641183662863,0.228038688468098,587.878015874016,24.1425979938283,0.256133922389451,"Doubling every 3.0 days","UK",132
189,"03/03","United Kingdom","United Kingdom","32.3078","-64.7505",118,24,-1.38719043924574,0.272926318318014,1180.30177774284,25.8563694802727,0.313803438011227,"Doubling every 2.5 days","UK",132
246,"04/03","United Kingdom","United Kingdom","32.3078","-64.7505",119,25,-1.91605586153154,0.296469013404852,1940.9883234735,30.5812287062981,0.345100879255104,"Doubling every 2.3 days","UK",132
295,"05/03","United Kingdom","United Kingdom","32.3078","-64.7505",120,26,-1.79312761673767,0.289890783054457,2376.22464615792,41.050263763459,0.336281535467682,"Doubling every 2.4 days","UK",132
374,"06/03","United Kingdom","United Kingdom","32.3078","-64.7505",121,27,-1.51716485800466,0.277531721889961,2748.78338208112,56.4564519939674,0.319867987186742,"Doubling every 2.5 days","UK",132
429,"07/03","United Kingdom","United Kingdom","32.3078","-64.7505",122,28,-0.90298813560582,0.25184183179285,2728.41457341474,80.2936333530383,0.286392554788952,"Doubling every 2.8 days","UK",132
483,"08/03","United Kingdom","United Kingdom","32.3078","-64.7505",123,29,0.070506979371351,0.213687728661202,2352.57372783505,118.11243501559,0.238235928823635,"Doubling every 3.2 days","UK",132
630,"09/03","United Kingdom","United Kingdom","32.3078","-64.7505",124,30,0.479458159580285,0.198854485852494,2532.78340260538,156.508658477974,0.220004425078966,"Doubling every 3.5 days","UK",132
889,"10/03","United Kingdom","United Kingdom","32.3078","-64.7505",125,31,0.20879707743602,0.209793890558413,3572.29997722242,189.397967765181,0.233423813462909,"Doubling every 3.3 days","UK",132
1301,"11/03","United Kingdom","United Kingdom","32.3078","-64.7505",126,32,-0.723182261952151,0.243400451915504,6434.53825848468,213.114384060093,0.275579330041144,"Doubling every 2.8 days","UK",132
1790,"12/03","United Kingdom","United Kingdom","32.3078","-64.7505",127,33,-1.69056569874939,0.276248989451948,11607.3509540924,242.71988140729,0.318176035098591,"Doubling every 2.5 days","UK",132
2270,"13/03","United Kingdom","United Kingdom","32.3078","-64.7505",128,34,-2.09656283318655,0.289008346109537,17201.9728585859,300.86525652179,0.335102871396816,"Doubling every 2.4 days","UK",132
2634,"14/03","United Kingdom","United Kingdom","32.3078","-64.7505",129,35,-1.82092303750327,0.279264761870255,20094.410304081,402.820194489251,0.322157354386694,"Doubling every 2.5 days","UK",132
3077,"15/03","United Kingdom","United Kingdom","32.3078","-64.7505",130,36,-1.06829344808367,0.255435076226551,20239.9738146511,566.413152021189,0.291023192199717,"Doubling every 2.7 days","UK",132
3692,"16/03","United Kingdom","United Kingdom","32.3078","-64.7505",131,37,-0.130051228286289,0.227355525792605,19410.9361751301,804.816696671797,0.255276071637424,"Doubling every 3.0 days","UK",132
4462,"17/03","United Kingdom","United Kingdom","32.3078","-64.7505",132,38,0.697994739203777,0.203631415698433,19175.8786070814,1108.2845249967,0.225846242496565,"Doubling every 3.4 days","UK",132
11,"03/02","US","US","40","-100",90,0,0,0,1,1,0,"Doubling every 0.0 days","USA",132
11,"04/02","US","US","40","-100",91,1,0,0,1,1,0,"Doubling every 0.0 days","USA",132
11,"05/02","US","US","40","-100",92,2,0,0,1,1,0,"Doubling every 0.0 days","USA",132
11,"06/02","US","US","40","-100",93,3,0,0,1,1,0,"Doubling every 0.0 days","USA",132
11,"07/02","US","US","40","-100",94,4,0,0,1,1,0,"Doubling every 0.0 days","USA",132
11,"08/02","US","US","40","-100",95,5,0,0,1,1,0,"Doubling every 0.0 days","USA",132
11,"09/02","US","US","40","-100",96,6,2.39789527279837,0,11,11,0,"Doubling every 0.0 days","USA",132
11,"10/02","US","US","40","-100",97,7,2.39789527279837,1.26240183501837e-16,11,11,2.22044604925031e-16,"","USA",132
12,"11/02","US","US","40","-100",98,8,2.37533761250662,0.00749109206987809,12.0336151198042,10.8355100109908,0.00751922049374731,"Doubling every 92.5 days","USA",132
12,"12/02","US","US","40","-100",99,9,2.35009126366982,0.0127006315655543,12.849454623874,10.7563096524263,0.0127816271216494,"Doubling every 54.6 days","USA",132
13,"13/02","US","US","40","-100",100,10,2.29286799848405,0.0227871353113492,14.5887297950702,10.6039800219907,0.0230487454150325,"Doubling every 30.4 days","USA",132
13,"14/02","US","US","40","-100",101,11,2.24878618736468,0.0283935621847194,15.7977939471988,10.6159802444243,0.0288005017289086,"Doubling every 24.4 days","USA",132
13,"15/02","US","US","40","-100",102,12,2.22935883410202,0.0297905075781193,16.3688228216601,10.7866727985696,0.0302386841477997,"Doubling every 23.3 days","USA",132
13,"16/02","US","US","40","-100",103,13,2.24486893917261,0.0272327390852951,16.2732673382951,11.114664624031,0.0276069392332883,"Doubling every 25.5 days","USA",132
13,"17/02","US","US","40","-100",104,14,2.30447073236756,0.0209623531630154,15.5596363676813,11.6023446711262,0.0211836065810975,"Doubling every 33.1 days","USA",132
13,"18/02","US","US","40","-100",105,15,2.41633259228242,0.0112060059561524,14.3373027297202,12.255571377591,0.0112690284309751,"Doubling every 61.9 days","USA",132
13,"19/02","US","US","40","-100",106,16,2.47426764854267,0.00647278567979778,13.7789452308747,12.585215092999,0.00649377942859508,"Doubling every 107.1 days","USA",132
13,"20/02","US","US","40","-100",107,17,2.56494935746154,0,13,13,0,"Doubling every 0.0 days","USA",132
15,"21/02","US","US","40","-100",108,18,2.40116090543237,0.01258077300068,15.1148881829379,12.6739589051099,0.0126602438438497,"Doubling every 55.1 days","USA",132
